City_ID,City,Lat,Lng,Max Temp (C),Humidity (%),Cloudiness (%),Wind Speed (m/s),Country,Date
361,saurimo,-9.6608,20.3916,19.54,98,100,2.1,AO,1702321429
362,el empalme,-40.7226,-64.9922,37.26,7,35,16.49,AR,1702321429
363,constantia,44.1833,28.65,2.61,87,7,3.3,RO,1702321429
364,cikampek,-6.4197,107.4558,26.26,82,96,1.42,ID,1702321429
365,tolanaro,-25.0319,46.9987,27.04,89,20,7.2,MG,1702321430
366,sittwe,20.15,92.9,20.31,78,7,3.0,MM,1702321430
367,jinka,5.65,36.65,20.52,61,6,2.69,ET,1702321430
368,tuzha,57.6062,47.936,-16.24,80,100,6.57,RU,1702321430
369,puerto san jose,13.9256,-90.8244,32.55,50,0,3.37,GT,1702321430
370,taksimo,56.3444,114.8794,-31.3,96,91,0.64,RU,1702321430
371,hangu,39.2489,117.7892,-3.98,57,100,2.11,CN,1702321430
372,laguna,38.421,-121.4238,14.49,71,0,2.57,US,1702321430
373,potchefstroom,-26.7167,27.1,14.81,89,66,3.33,ZA,1702321430
374,weligama,5.9667,80.4167,25.08,89,79,0.48,LK,1702321430
375,la ronge,55.1001,-105.2842,-9.86,62,75,9.26,CA,1702321431
376,amga,60.8953,131.9608,-30.22,97,100,2.17,RU,1702321431
377,moron,-34.6534,-58.6198,30.5,67,87,5.36,AR,1702321431
378,trairi,-3.2778,-39.2689,29.53,60,43,6.32,BR,1702321373
379,penzance,50.1186,-5.5371,12.38,91,64,9.0,GB,1702321431
380,iranshahr,27.2025,60.6848,16.19,18,0,2.06,IR,1702321431
381,port hedland,-20.3167,118.5667,23.03,60,0,3.09,AU,1702321378
382,el porvenir,13.7617,-87.3458,24.63,45,16,4.6,HN,1702321431
383,hermiston,45.8404,-119.2895,5.81,91,100,0.89,US,1702321345
384,suntar,62.1444,117.6319,-29.82,97,100,2.51,RU,1702321431
385,gamawa,12.1343,10.5396,19.92,23,0,4.24,NG,1702321431
386,lensk,60.7253,114.9278,-30.59,100,97,1.71,RU,1702321431
387,oranjestad,12.524,-70.027,29.97,77,75,9.77,AW,1702321431
388,betio village,1.358,172.9211,27.02,73,99,2.22,KI,1702321432
389,hamilton,39.1834,-84.5333,4.62,67,6,2.24,US,1702321223
390,east london,-33.0153,27.9116,20.52,88,20,3.09,ZA,1702321432
391,cide,41.8921,33.0044,12.04,69,100,1.83,TR,1702321432
392,muynoq,43.7683,59.0214,-4.47,80,100,12.35,UZ,1702321432
393,puerto el triunfo,13.2833,-88.55,34.42,40,56,3.53,SV,1702321432
394,nieuw amsterdam,5.8833,-55.0833,27.23,89,40,0.0,SR,1702321432
395,sarmiento,-45.5882,-69.07,20.63,27,16,12.27,AR,1702321432
396,arkalyk,50.2486,66.9114,-26.58,84,8,7.17,KZ,1702321432
397,ito,34.9667,139.0833,11.49,96,100,1.17,JP,1702321372
398,calingasta,-31.3308,-69.4078,36.1,3,0,14.13,AR,1702321232
399,xudat,41.631,48.681,5.31,85,100,6.06,AZ,1702321432
400,gallup,35.5281,-108.7426,6.42,33,0,0.0,US,1702321432
401,lucapa,-8.4192,20.7447,20.33,97,100,0.88,AO,1702321432
402,ketchikan,55.3422,-131.6461,3.99,87,75,2.57,US,1702321433
403,horishni plavni,49.0097,33.6455,1.26,100,100,3.01,UA,1702321433
404,vorgashor,67.5833,63.95,-21.72,96,100,5.84,RU,1702321433
405,quellon,-43.1167,-73.6167,10.88,96,100,1.09,CL,1702321433
406,barra de santo antonio,-9.4047,-35.5072,29.6,65,11,5.19,BR,1702321433
407,ouallam,14.3188,2.0866,24.04,16,0,4.78,NE,1702321433
408,novoanninskiy,50.5287,42.6747,-7.47,78,100,9.77,RU,1702321434
409,wynyard,-41.0,145.7167,14.65,90,100,3.24,AU,1702321434
410,gamba,-2.65,10.0,26.27,82,100,2.04,GA,1702321434
411,al hazm,16.1641,44.7769,16.87,25,5,1.3,YE,1702321434
412,ola,59.5833,151.2833,-8.58,92,100,3.43,RU,1702321434
413,junction city,39.0286,-96.8314,11.98,37,0,2.57,US,1702321434
414,kiknur,57.3034,47.2011,-15.21,80,100,7.29,RU,1702321434
415,nizhnyaya omka,55.4338,74.9426,-28.99,94,7,4.86,RU,1702321434
416,khanty-mansiysk,61.0042,69.0019,-37.72,61,20,1.0,RU,1702321435
417,kismayo,-0.3582,42.5454,26.97,82,100,4.02,SO,1702321435
418,kyosai,34.8503,128.5886,11.98,86,100,3.68,KR,1702321435
419,ust-tsilma,65.441,52.1498,-15.22,91,100,5.36,RU,1702321435
420,cacoal,-11.4386,-61.4472,31.8,57,100,1.41,BR,1702321397
421,cova figueira,14.8905,-24.2934,24.67,54,5,7.65,CV,1702321435
422,tofol,5.3248,163.0078,27.63,82,100,6.4,FM,1702321435
423,port-gentil,-0.7193,8.7815,26.98,83,40,4.63,GA,1702321435
424,majuro,7.0897,171.3803,27.87,78,75,9.66,MH,1702321435
425,colonia menno,-22.3667,-59.8167,35.82,38,43,2.65,PY,1702321285
426,cheremukhovo,60.3484,59.9851,-31.69,98,100,2.24,RU,1702321435
427,pointe-noire,-4.7761,11.8635,25.42,86,100,1.59,CG,1702321435
428,lawrenceburg,38.0373,-84.8966,5.38,63,20,2.57,US,1702321172
429,valka,57.7752,26.0101,-2.85,96,100,3.1,LV,1702321435
430,udachny,66.4167,112.4,-25.2,96,100,5.38,RU,1702321436
431,spanish wells,26.323,-81.7957,19.98,55,0,5.14,US,1702321436
432,potam,27.6,-110.3833,26.03,15,83,3.11,MX,1702321436
433,zhangye,38.9342,100.4517,2.9,20,0,4.37,CN,1702321436
434,diboll,31.1871,-94.781,17.16,28,0,0.0,US,1702321436
435,sawang wirawong,15.2416,105.0922,24.9,64,100,2.29,TH,1702321436
436,gemena,3.25,19.7667,23.79,69,100,1.05,CD,1702321437
437,camiri,-20.05,-63.5167,33.88,36,75,0.0,BO,1702321437
438,camamu,-13.9447,-39.1039,29.94,50,100,3.84,BR,1702321437
439,saint joseph,39.7686,-94.8466,8.02,54,0,3.09,US,1702321437
440,smithers,54.7804,-127.1743,-4.82,100,100,2.57,CA,1702321248
441,hibbing,47.4272,-92.9377,-6.32,60,100,3.6,US,1702321437
442,chibougamau,49.9168,-74.3659,-8.21,86,100,4.63,CA,1702321437
443,villanueva,15.3167,-88.0,26.55,78,100,4.63,HN,1702321438
444,karkira,36.9292,6.5856,16.81,64,0,2.73,DZ,1702321438
445,leppavirta,62.4901,27.7826,-10.03,95,100,2.64,FI,1702321438
446,tsiombe,-25.3,45.4833,24.93,89,52,1.8,MG,1702321438
447,namibe,-15.1961,12.1522,22.26,71,33,2.56,AO,1702321438
448,taichung,24.1469,120.6839,24.71,83,75,2.06,TW,1702321155
449,riosucio,5.4216,-75.7032,25.56,49,43,0.38,CO,1702321438
450,liwale,-9.7667,37.9333,22.51,96,100,1.66,TZ,1702321438
451,illizi,26.4833,8.4667,15.89,35,0,2.84,DZ,1702321439
452,mogocha,53.7333,119.7667,-34.62,98,6,1.38,RU,1702321439
453,chernyshevsk,52.5243,117.0174,-35.2,100,23,0.5,RU,1702321439
454,papao,-17.75,-149.55,28.82,80,95,10.86,PF,1702321439
455,arys,42.4252,68.795,-8.07,75,100,4.48,KZ,1702321439
456,broken hill,-31.95,141.4333,21.95,54,70,3.64,AU,1702321440
457,birao,10.2849,22.7882,25.6,19,30,3.19,CF,1702321440
458,banda aceh,5.5577,95.3222,25.79,86,58,0.94,ID,1702321440
459,kondopoga,62.2057,34.2614,-10.17,96,100,3.39,RU,1702321440
460,scottburgh,-30.2867,30.7532,19.7,92,100,1.29,ZA,1702321440
461,muan,34.9897,126.4714,9.94,93,100,7.2,KR,1702321440
462,gasteiz / vitoria,42.85,-2.6667,14.6,76,20,4.63,ES,1702321440
463,north bend,43.4065,-124.2243,13.47,87,100,5.14,US,1702321375
464,taulaga,-11.0553,-171.0883,28.42,80,100,10.83,AS,1702321441
465,lewiston orchards,46.3804,-116.9754,7.37,85,100,3.09,US,1702321441
466,kudahuvadhoo,2.6708,72.8944,28.36,73,18,2.88,MV,1702321441
467,greymouth,-42.4667,171.2,13.68,75,89,11.84,NZ,1702321441
468,warrnambool,-38.3833,142.4833,17.34,92,100,4.16,AU,1702321441
469,sironj,24.1,77.7,15.62,44,6,2.72,IN,1702321441
470,shelton,41.3165,-73.0932,7.22,67,100,7.72,US,1702321409
471,yeonggwang,35.275,126.5094,9.81,93,100,5.44,KR,1702321441
472,salekhard,66.53,66.6019,-27.98,100,100,3.5,RU,1702321441
473,sohar,24.3643,56.7468,22.01,43,83,2.57,OM,1702321442
474,coquimbo,-29.9533,-71.3436,19.85,63,20,7.2,CL,1702321442
475,tarinkot,32.6268,65.8733,7.53,33,7,0.5,AF,1702321443
476,kerikeri,-35.2268,173.9474,14.95,78,68,0.45,NZ,1702321444
477,khandyga,62.6667,135.6,-33.59,99,100,0.48,RU,1702321444
478,el calafate,-50.3408,-72.2768,12.06,47,100,4.96,AR,1702321444
479,borujen,31.9652,51.2873,5.94,35,25,1.13,IR,1702321444
480,nova vicosa,-17.8919,-39.3719,28.63,57,60,7.51,BR,1702321444
481,gundlupet,11.8,76.6833,21.22,88,100,1.59,IN,1702321445
482,randers,56.4667,10.05,3.0,95,100,5.35,DK,1702321445
483,kingscliff,-28.2667,153.5667,22.09,94,100,1.54,AU,1702321446
484,pandan,14.0453,124.1694,26.26,86,78,4.81,PH,1702321447
485,klyuchi,52.2667,79.1667,-23.69,86,17,5.74,RU,1702321447
486,mount isa,-20.7333,139.5,26.87,36,0,5.66,AU,1702321447
487,carbonear,47.7332,-53.2148,12.0,98,100,8.4,CA,1702321447
488,beni,0.5,29.4667,17.45,97,37,0.9,CD,1702321447
489,akrehamn,59.2667,5.1833,3.56,60,0,3.09,NO,1702321448
490,gimbi,9.1667,35.8333,15.55,55,5,0.54,ET,1702321448
491,singaparna,-7.3515,108.111,20.97,94,42,0.69,ID,1702321448
492,arinos,-15.9169,-46.1056,36.28,23,100,3.86,BR,1702321448
493,prienai,54.6333,23.95,0.15,98,100,5.0,LT,1702321448
494,dhidhdhoo,6.8833,73.1,28.28,72,100,2.16,MV,1702321448
495,usinsk,65.9939,57.5281,-20.52,89,100,11.62,RU,1702321449
496,currais novos,-6.2608,-36.5178,34.89,24,54,4.59,BR,1702321231
497,takoradi,4.8845,-1.7554,27.48,79,20,3.83,GH,1702321449
498,awjilah,29.1081,21.2869,15.96,68,49,6.3,LY,1702321449
499,zapolyarnyy,69.4154,30.8136,-10.4,95,39,4.27,RU,1702321449
500,penon blanco,24.7897,-104.0369,19.67,33,5,1.2,MX,1702321449
501,shimokizukuri,40.8061,140.3861,1.4,78,100,2.17,JP,1702321450
502,castlegar,49.2998,-117.6689,4.61,86,70,1.1,CA,1702321344
503,urumqi,43.801,87.6005,-11.47,92,100,2.0,CN,1702321450
504,lepsy,46.235,78.9456,-10.72,83,100,6.28,KZ,1702321451
505,marquette,46.5333,-87.6335,-2.88,81,58,3.13,US,1702321451
506,kuusamo,65.9667,29.1833,-16.98,85,75,1.54,FI,1702321451
507,annau,37.8876,58.516,1.72,51,100,3.09,TM,1702321351
508,san julian,21.0167,-102.1667,9.62,83,100,2.08,MX,1702321451
509,morozovsk,48.3539,41.8261,-1.37,88,100,10.49,RU,1702321451
510,qarazhal,48.0078,70.7903,-23.54,83,97,8.98,KZ,1702321452
511,loxstedt,53.4667,8.65,7.95,98,100,4.73,DE,1702321452
512,rio grande,-32.035,-52.0986,28.06,75,15,6.36,BR,1702321352
513,new norfolk,-42.7826,147.0587,10.4,92,90,0.87,AU,1702321452
514,charvieu-chavagneux,45.75,5.15,13.27,90,100,4.12,FR,1702321453
515,ghat,24.9647,10.1728,14.27,34,0,2.25,LY,1702321453
516,castillos,-34.1667,-53.8333,22.48,64,25,5.59,UY,1702321453
517,portel,-1.9356,-50.8211,31.78,54,87,2.24,BR,1702321453
518,mata-utu,-13.2816,-176.1745,27.48,77,100,5.51,WF,1702321454
519,spasskoye,44.6108,132.7969,-15.92,77,100,3.89,RU,1702321454
520,casper,42.8666,-106.3131,6.33,42,40,7.2,US,1702321434
521,la paz,-16.5,-68.15,14.99,62,40,3.6,BO,1702321207
522,al kharijah,25.4514,30.5464,17.16,38,0,3.77,EG,1702321454
523,peterhead,57.5058,-1.7981,6.22,76,100,6.64,GB,1702321454
524,samraong,12.4526,105.5873,21.84,81,10,1.0,KH,1702321454
525,puerto armuelles,8.2833,-82.8667,32.99,72,100,0.45,PA,1702321455
526,tbeng meanchey,13.8167,104.9667,23.25,76,100,0.73,KH,1702321455
527,steinhagen,52.0,8.4,7.9,74,100,6.21,DE,1702321455
528,villa regina,-39.1,-67.0667,32.77,15,38,4.47,AR,1702321455
529,galle,6.0367,80.217,25.19,88,78,0.3,LK,1702321456
530,boa vista,2.8197,-60.6733,32.99,49,40,4.12,BR,1702321220
531,beni saf,35.301,-1.3823,21.16,46,97,0.23,DZ,1702321456
532,chandbali,20.7833,86.7667,18.2,49,0,2.69,IN,1702321457
533,tiverton,50.9,-3.4833,11.34,94,40,3.6,GB,1702321457
534,paramonga,-10.6667,-77.8333,23.03,72,14,5.23,PE,1702321457
535,hadibu,12.65,54.0333,24.88,66,52,4.67,YE,1702321457
536,nuku'alofa,-21.1333,-175.2,24.19,78,20,2.57,TO,1702321458
537,tadine,-21.55,167.8833,22.88,68,100,6.58,NC,1702321458
538,san borja,-14.8167,-66.85,34.24,47,100,2.67,BO,1702321458
539,puli,23.9664,120.9695,22.34,84,29,1.52,TW,1702321459
540,comandante fontana,-25.3345,-59.6821,33.54,37,6,3.8,AR,1702321459
541,sur,22.5667,59.5289,24.25,60,13,3.43,OM,1702321459
542,lorengau,-2.0226,147.2712,27.69,86,100,5.8,PG,1702321459
543,giridih,24.1833,86.3,15.23,43,0,2.77,IN,1702321460
544,punta alta,-38.8759,-62.0736,34.43,21,100,14.92,AR,1702321460
545,twon-brass,4.3151,6.2418,28.02,75,63,4.67,NG,1702321461
546,murghob,38.1702,73.9667,-13.94,71,4,2.86,TJ,1702321461
547,patacamaya,-17.2333,-67.9167,13.83,52,100,4.03,BO,1702321461
548,altamira,-3.2033,-52.2064,35.05,59,75,2.57,BR,1702321462
549,chernyshevskiy,63.0128,112.4714,-33.43,100,100,1.14,RU,1702321462
550,atar,20.5169,-13.0499,29.03,16,0,4.12,MR,1702321388
551,massawa,15.6097,39.45,28.51,60,63,1.73,ER,1702321462
552,conde,-7.2597,-34.9075,29.7,62,75,5.66,BR,1702321462
553,onojo,33.5357,130.4786,17.25,94,100,3.09,JP,1702321462
554,lathen,52.8667,7.3167,7.17,93,97,2.57,DE,1702321462
555,tougan,13.0667,-3.0667,26.33,13,0,4.37,BF,1702321463
556,kharhial,20.2833,82.7667,17.73,71,5,0.6,IN,1702321463
557,dunedin,-45.8742,170.5036,11.56,64,100,5.36,NZ,1702321354
558,puerto madero,14.7208,-92.4215,34.11,52,20,3.6,MX,1702321463
559,fort bragg,35.139,-79.006,9.34,56,75,4.12,US,1702321463
560,levuka,50.1834,-105.4011,-2.15,46,20,13.89,CA,1702321463
561,sena madureira,-9.0656,-68.6569,36.68,35,67,1.21,BR,1702321463
562,copala,16.65,-98.9833,30.25,50,100,2.06,MX,1702321463
563,nishinoomote,30.7333,131.0,21.36,83,51,10.88,JP,1702321463
564,villa tupac amaru,-13.7,-76.15,23.6,64,0,3.6,PE,1702321464
565,pinarbasi,38.7229,36.3931,5.18,94,100,1.77,TR,1702321464
566,happy valley-goose bay,53.3168,-60.3315,1.17,80,100,4.63,CA,1702321464
567,qom,34.6401,50.8764,12.56,36,99,1.8,IR,1702321350
568,plastun,44.7561,136.2939,-13.41,52,100,3.96,RU,1702321464
569,san patricio,28.017,-97.5169,20.48,24,100,3.0,US,1702321464
570,acapulco de juarez,16.8634,-99.8901,29.9,70,75,2.57,MX,1702321464
571,lima duarte,-21.8425,-43.7931,22.8,89,73,1.54,BR,1702321464
572,arkhangel'sk,64.5401,40.5433,-14.93,84,75,4.0,RU,1702321465
573,daru,-9.0763,143.2092,24.56,91,87,3.44,PG,1702321465
574,torghay,49.6339,63.4981,-26.81,69,6,8.41,KZ,1702321465
